time,pxr_01,pyr_01,pzr_01,vel1_01,vel2_01,vel3_01,Hpred0
66,-0.00037352833,-0.08617944,-0.006212973,-0.0049198526999999995,-0.0013033726000000001,0.000119357295,0.000980900603489786
67,-0.00084206206,-0.086174995,-0.0063858867,-0.005359996,-0.0013080028,0.00017746735,0.0009957399696637521
68,-0.0013733011,-0.08616692000000001,-0.0065080780000000005,-0.005726822,-0.0012981185,0.00026879963000000004,0.0010181088091103106
69,-0.0019902879,-0.08615694,-0.0066014447,-0.006025252,-0.0012772528,0.00041247224999999997,0.0010258936278374274
70,-0.0027227640000000003,-0.08614597,-0.0066753697,-0.006248064,-0.0012450305,0.0006289544000000001,0.0010496559193825534
71,-0.0036022644,-0.08613462,-0.006729635,-0.0063692183,-0.0011995057,0.0009435935,0.0010496559193825534
72,-0.0046380353,-0.08612434399999999,-0.0067535233000000005,-0.006337237,-0.0011453046,0.001387168,0.0010496559193825534
73,-0.005794529,-0.086120575,-0.0067099385,-0.006062752,-0.0010964513000000001,0.002002284,0.0010496559193825534
74,-0.0070022826000000005,-0.08613161,-0.006515845,-0.005424954,-0.0010652409000000002,0.0028308437000000002,0.0010183581830084806
75,-0.008189916,-0.08616007,-0.0060990490000000005,-0.0043882065,-0.0010586216,0.0038302205,0.0009805010369019981
76,-0.009230459,-0.08620878000000001,-0.0055022435,-0.003128192,-0.0010836284,0.0048084407000000004,0.0009200186305163865
77,-0.009927877,-0.08628388,-0.00479906,-0.001860097,-0.0011482176,0.005544871,0.000840099837394686
78,-0.010250589,-0.08637607,-0.004036835,-0.0008323957,-0.001252454,0.0059503756,0.0007893328519065149
79,-0.010251139000000001,-0.086467575,-0.0033178344,-0.00020321724,-0.001347888,0.006068157700000001,0.0007093199099499877
80,-0.010096814,-0.086548615,-0.002661425,0.00013612571000000002,-0.0014048679,0.006024575,0.0006339523278260484
81,-0.00999367,-0.08661192,-0.0020505981000000003,0.00031565478000000004,-0.0014369886000000001,0.0059226437,0.0005673824504682603
82,-0.009956219,-0.08665308000000001,-0.0015077267999999999,0.00038507596,-0.0014494343000000002,0.005806634,0.0005171571035441324
83,-0.009922195,-0.08667461,-0.0010502645,0.00037530390000000004,-0.0014401406000000001,0.0056826363,0.0004610295013884597
84,-0.009890491000000001,-0.086685425,-0.00064140946,0.00032909825,-0.0014116025,0.00553699,0.00044005245089147533
85,-0.009873799,-0.08669258,-0.00023094090000000002,0.00027014317999999996,-0.0013605314,0.005347425,0.00037235875163972836
86,-0.009879528,-0.08670051599999999,0.00020843522000000002,0.00021489957000000003,-0.0012754345000000002,0.005091061,0.000349265377771447
87,-0.009926736,-0.08671287,0.0007069573,0.00017531404,-0.0011319044000000001,0.0047277874999999995,0.00029308786518583826
88,-0.010037387000000002,-0.08673038,0.0013200266000000002,0.00014401785000000002,-0.0009051018400000001,0.0042044797,0.0002137384779215098
89,-0.010139415,-0.086747406,0.0019684411,8.726404e-05,-0.00064138925,0.0035872622,0.00013420171090384455
90,-0.010132519999999999,-0.086758545,0.0024615269,-1.9196386e-05,-0.0004355393,0.00305924,6.0217900996442415e-05
91,-0.010057057000000001,-0.08676499,0.0027765290000000002,-0.00014142472000000002,-0.00030867793999999997,0.002700027,5.0983170662716004e-05
92,-0.00998119,-0.08677036,0.0030059228,-0.00024854660000000003,-0.00023700267,0.0024763682,-5.869775233756038e-06
93,-0.009928712000000001,-0.08677745,0.003227992,-0.00034156826000000004,-0.00019995385,0.0023325415,-2.4889377514512196e-05
94,-0.009901768,-0.08678728,0.0034763706,-0.0004277898,-0.00018586293000000001,0.0022306360000000003,-5.2995424583455806e-05
95,-0.009892310999999999,-0.08679978,0.0037473938,-0.0005046069,-0.00018888505,0.0021530838000000004,-7.139064830810711e-05
96,-0.009886206,-0.08681555,0.0040358495999999995,-0.0005627245,-0.00020639710000000002,0.0020925877,-0.0001194320416814583
97,-0.00987058,-0.08683584000000001,0.004350495300000001,-0.00059204566,-0.0002358115,0.0020470698,-0.00015810653390213245
98,-0.0098435755,-0.086859726,0.004690304,-0.00058480513,-0.00027126062,0.0020194600000000003,-0.00021312582845399311
99,-0.009815075999999999,-0.08688363,0.0050324855,-0.0005419862,-0.00030484,0.0020118577000000004,-0.00025320650034496117
100,-0.009795061,-0.08690465500000001,0.00535114,-0.00047480336,-0.00033149517000000004,0.0020186007,-0.0002922191083465026
101,-0.009787987,-0.08692243000000001,0.0056359406,-0.00039552516,-0.00035016638,0.0020296593,-0.00032936462297424084
102,-0.009793274999999999,-0.08693801999999999,0.0058934936999999995,-0.00030902606,-0.00036196128,0.0020386193000000003,-0.00036293530315625454
103,-0.009805342,-0.08695278000000001,0.006135807500000001,-0.00021446785,-0.0003688974,0.0020436969,-0.0004091057414627045
104,-0.009815879000000001,-0.08696795,0.0063721030000000005,-0.00010958146000000001,-0.00037320852,0.0020444775,-0.0004110220377229161
105,-0.0098187,-0.08698457000000001,0.0066092386,7.845764e-06,-0.00037694815,0.0020400166999999998,-0.00045552065481394553
106,-0.009812407500000002,-0.08700344,0.0068520555,0.00013891336000000003,-0.00038197,0.0020287008000000003,-0.0004897979186178136
107,-0.009799898000000001,-0.08702496,0.0071012715999999995,0.00028231433,-0.00039005592,0.0020088162,-0.000540809085507151
108,-0.009786589,-0.08704911,0.0073524814,0.00043414733,-0.0004027748,0.0019795787,-0.0005542892296298477
109,-0.009778108,-0.08707536,0.0075975943,0.0005891085,-0.00042087388,0.0019426345000000001,-0.000602445635647012
110,-0.009777179,-0.08710257,0.0078275447,0.00074220365,-0.0004435421,0.0019033967000000001,-0.0006246771067463115
111,-0.009780539,-0.08712917,0.008034819,0.0008903162,-0.00046834195,0.0018706974,-0.0006681875978406368
112,-0.009778795000000002,-0.08715404,0.008215281,0.0010335316999999999,-0.00049225938,0.0018537570000000001,-0.0007024884226923655
113,-0.009760581,-0.08717721,0.008368662,0.0011755793999999999,-0.0005130623600000001,0.0018582557,-0.0007166654334397956
114,-0.009716749,-0.08719999,0.008497127,0.0013224372,-0.0005297381,0.0018849627,-0.0007283970376754366
115,-0.009641482,-0.08722432000000001,0.008603794000000001,0.0014798785000000002,-0.00054205483,0.0019313450000000001,-0.00073859034222524
116,-0.00953231,-0.08725194500000001,0.008693208000000001,0.0016513279999999999,-0.00055010027,0.0019934384000000003,-0.0007563512912456736
117,-0.009390869000000001,-0.0872838,0.008772262,0.0018364316000000001,-0.0005540536600000001,0.0020665472000000002,-0.0007601598018249472
118,-0.009223589,-0.087319756,0.008848940000000001,0.00203073,-0.0005539205999999999,0.0021456841999999998,-0.0007682297129681357
119,-0.009041188,-0.08735869,0.008929781000000001,0.0022269251,-0.00054922074,0.0022263775,-0.0007878246151299513
120,-0.008856432000000001,-0.08739896400000001,0.009018891,0.0024177465,-0.0005391037,0.0023055866,-0.0008056138514015361
121,-0.008681046500000001,-0.08743888,0.009118221000000001,0.0025982044000000004,-0.00052312267,0.0023823626,-0.0008131108179766064
122,-0.008524184,-0.08747672000000001,0.009227143,0.002764101,-0.0005019104,0.0024573975,-0.0008296450158873182
123,-0.008390489000000001,-0.08751118,0.009342758999999999,0.0029102068,-0.00047641626,0.0025315144,-0.0008495126884860402
124,-0.008276587,-0.08754212,0.009462011000000001,0.0030313408000000003,-0.00044631132000000004,0.0026043932,-0.0008701444090045723
125,-0.008170667999999999,-0.08757083,0.00958402,0.0031231334,-0.00040924236000000006,0.0026750612,-0.0009209494358505093
126,-0.008057445,-0.08759921,0.009712702,0.0031812873,-0.00035983914,0.002744396,-0.000930827418912065
127,-0.0079184146,-0.08762875,0.009858451,0.0031987383,-0.0002866631,0.002817887,-0.0009457927770866503
128,-0.0077043605,-0.08765873,0.010028592,0.0031579049000000003,-0.00016814457,0.0029063241,-0.0009847721068832304
129,-0.0073154607,-0.0876802,0.010215361,0.003020547,2.594601e-05,0.0030184326000000004,-0.0009919084344488134
130,-0.00669871,-0.087672455,0.010444515000000001,0.0027547007,0.00032010463,0.0031479971,-0.001043741041726714
131,-0.005991498499999999,-0.08761905,0.0108082075,0.0024372473,0.0007037542,0.0032350066,-0.0010891314344237011
132,-0.005345046,-0.08753233,0.011240682,0.0022033796,0.0010761187,0.0031962817000000003,-0.0011471773522071385
133,-0.004813713,-0.08744567,0.011542821,0.0021117616,0.00133623,0.003069035,-0.0012287261049724568
134,-0.0043657637,-0.08737334,0.011770485,0.0022192473000000002,0.0015180677000000001,0.0029218044,-0.0012520333888848996
135,-0.0038608031,-0.0872962,0.012072469,0.0025947297,0.0016859647,0.0027583714,-0.0012733919388699493
136,-0.003140329,-0.08718003,0.012616413,0.0033485596000000003,0.0018709137000000001,0.0025627422000000003,-0.0013617525409160025
137,-0.002118434,-0.08703015000000001,0.013397151,0.0044183908,0.002047101,0.002326306,-0.0015096603251405474
138,-0.0007584997000000001,-0.08690396,0.014103494,0.005348016000000001,0.002112693,0.0020152454,-0.0015909115837592232
139,0.0007591817,-0.08683848999999999,0.0146230755,0.0055990486,0.0019718912,0.0016141062,-0.001740467306805024
140,0.002206657,-0.086839134,0.015018724,0.0051197395,0.001687274,0.0011776198,-0.0017536059309382454
141,0.0034081917000000003,-0.086892334,0.015273483000000001,0.004244029000000001,0.0013883345000000001,0.0007757447400000001,-0.00188791653109969
142,0.004325885000000001,-0.086981476,0.015322345000000001,0.003225155,0.0011189609,0.00039154205,-0.00188791653109969
143,0.0050969744,-0.08709495,0.015233789,0.002139785,0.00086964583,-2.3848707e-05,-0.0018903764703654517
144,0.0058233930000000005,-0.08722651000000001,0.015061238,0.00113266,0.00063811034,-0.00044919735,-0.0017600966441824071
145,0.0065202827,-0.08737151,0.014750499,0.00035022852,0.00042981546999999997,-0.0008455962500000001,-0.0017425470650461435
146,0.0071484714,-0.087525246,0.014331078,-0.00020705175000000002,0.00024327296,-0.0012031522,-0.0016858173347884756
147,0.0076127996,-0.08766448,0.013908112,-0.00056138176,7.888716e-05,-0.0014902277,-0.0015727654265352386
148,0.0079499555,-0.08776791,0.013449137,-0.00076007885,-4.348874e-05,-0.0016860449,-0.0015189550251569445
149,0.008257674,-0.08784003,0.012907157,-0.0008755972400000001,-0.000119178385,-0.0018176836999999999,-0.0014451603382105824
150,0.008573604,-0.087892204,0.012275762,-0.0009655555500000001,-0.00015912454,-0.0019195609000000001,-0.0013361597828407997
151,0.008852149,-0.08792775,0.011655697999999999,-0.0010399365000000002,-0.0001906486,-0.0019880941,-0.0012566786918341852
152,0.00908304,-0.08795117000000001,0.011110822000000001,-0.001088924,-0.00025136635,-0.0020100558,-0.0011518226551564244
153,0.009319285,-0.08796841999999999,0.010559490000000001,-0.0011131748,-0.00035589224000000003,-0.0019938443,-0.0010492972367551596
154,0.009542388,-0.08797623,0.009994798,-0.001096801,-0.00048259506000000003,-0.0019618092,-0.0009506220074621849
155,0.009717342,-0.08796657999999999,0.009453481,-0.0010093732,-0.0006107083599999999,-0.0019401743000000001,-0.0008749736393801068
156,0.009842469,-0.08794368,0.008957060000000001,-0.0008456901999999999,-0.0007337754,-0.0019422562000000001,-0.0007926538455054859
157,0.009923174,-0.08792174500000001,0.008529928,-0.0006336413,-0.0008403663,-0.0019708424,-0.0007332262680509712
158,0.009973691000000002,-0.087904724,0.008168829,-0.0004248362,-0.0009243232000000001,-0.002007533,-0.0007084964621824494
159,0.009998505,-0.08789047,0.007867319000000001,-0.00027387244,-0.0009810350500000001,-0.0020208564,-0.0006306851462363954
160,0.010005761,-0.08787837000000001,0.007610022,-0.00017232531,-0.0010162787,-0.0020133758,-0.0006084536751370959
161,0.0100045395,-0.08786868,0.007379376,-9.890994000000001e-05,-0.0010369617000000001,-0.0019985881,-0.0005598845902925069
162,0.010002551,-0.087861015,0.007154127,-4.2790825999999995e-05,-0.0010460619,-0.0019838912,-0.0005453639418653244
163,0.010007225,-0.087853905,0.0069093876,3.4012843e-06,-0.0010441371,-0.0019714801,-0.0005049709292194512
164,0.010025748999999999,-0.08784552,0.006622531000000001,4.6306465e-05,-0.0010305803,-0.0019611266000000003,-0.0004615147661223743
165,0.010063221,-0.08783436600000001,0.006277951,9.079424e-05,-0.0010042874,-0.0019523051000000001,-0.00041279849238913427
166,0.010116943,-0.08781905999999999,0.0058732386,0.00013810262000000002,-0.0009639893,-0.0019437993,-0.00036327023820767696
167,0.0101716,-0.087797874,0.005426404500000001,0.00018403414,-0.0009083028399999999,-0.0019315975000000001,-0.000312513404335478
168,0.010206536,-0.087770164,0.0049718950000000005,0.00022077581,-0.0008355055,-0.0019102011,-0.0002470229486560856
169,0.010206191,-0.08773789,0.004547116,0.00024338207,-0.0007416378,-0.0018762019000000002,-0.00017547332739818405
170,0.010163486499999999,-0.08770471,0.0041761355,0.00025144604,-0.00061968434,-0.0018288507000000002,-0.00014412434196076312
171,0.010090735,-0.08767466,0.0038466027,0.00024488458,-0.0004687165,-0.0017689094999999999,-0.00010035988769333642
172,0.010024645,-0.087652084,0.0035134974,0.00022856072,-0.00030475077,-0.0016957903,-6.307947352316398e-05
173,0.010000285,-0.087641754,0.0031462421,0.00021993521,-0.00014682311000000002,-0.0016004088,-2.689407930967297e-05
174,0.010028738,-0.0876459,0.0027453926000000003,0.00023118022,-8.134681e-06,-0.0014704728,4.6802167725332e-05
175,0.010088067000000001,-0.08766144000000001,0.002336286,0.0002432482,8.547523e-05,-0.0013146396,8.589539333173298e-05
176,0.010138843,-0.0876833,0.0019339875,0.00023183611000000002,0.00011703295,-0.0011416056000000002,0.00013175487731406378
177,0.010148496,-0.08770219400000001,0.0015935123,0.0001942201,0.00010793004000000001,-0.0009550118,0.00019128642653612783
178,0.0101181135,-0.087708435,0.001378134,0.00015172365,8.842944e-05,-0.0007658742,0.00020457210029973196
179,0.0100711155,-0.08770141599999999,0.0012723583999999998,0.00012991318,7.1954645e-05,-0.0005832098000000001,0.0002044544129799493
180,0.010022907999999999,-0.087687225,0.0012319614,0.00013072231,5.9570137e-05,-0.00042084366000000003,0.00020616214244835196
181,0.009975701000000002,-0.08767185999999999,0.0012261143999999999,0.00014216831,4.8868719999999997e-05,-0.0002903505,0.00020616214244835196
182,0.009928146,-0.08765809000000001,0.0012391678,0.00015476671,3.8712498e-05,-0.00019192094,0.00020616214244835196
183,0.009880603000000002,-0.087646515,0.0012635505,0.00016429809000000002,2.938037e-05,-0.0001193031,0.0002044544129799493
184,0.009834799,-0.08763702000000001,0.0012947017000000001,0.00016987064,2.1345977e-05,-6.597095e-05,0.00020799564980811358
185,0.009792527,-0.08762932000000001,0.001329174,0.00017222658,1.4782486e-05,-2.6896471000000003e-05,0.00021188544325185716
186,0.009755015,-0.08762314,0.0013642578999999999,0.00017255434,9.610203e-06,1.5841179e-06,0.00020942557669457277
187,0.009722791000000001,-0.087618225,0.0013979939,0.00017186931,5.637211e-06,2.2165483e-05,0.00021125613968543352
188,0.009695810000000001,-0.08761436,0.0014291505,0.00017083833000000002,2.6500719e-06,3.6864225e-05,0.00021125613968543352
189,0.009673665,-0.087611336,0.0014570935,0.00016981938,4.5180783000000004e-07,4.720742e-05,0.00021125613968543352
190,0.009655751,-0.08760901,0.0014816297000000002,0.00016896304,-1.1269031000000002e-06,5.4354135e-05,0.00021129028954088965
191,0.009641408,-0.08760723000000001,0.0015028443,0.00016829899000000002,-2.2271378e-06,5.9179905999999995e-05,0.00021129028954088965
192,0.009630005,-0.08760587,0.0015209821,0.00016780207,-2.9640449999999997e-06,6.2343244e-05,0.00019745442267394108
193,0.009620972,-0.08760485,0.0015363622,0.00016742578,-3.4293411e-06,6.433267e-05,0.00019745442267394108
194,0.009613824,-0.08760408,0.0015493238,0.00016712388,-3.6956547e-06,6.550819400000001e-05,0.00019745442267394108
195,0.009608157,-0.08760351,0.0015601976,0.00016685799000000002,-3.818634e-06,6.613374499999999e-05,0.00019745442267394108
196,0.009603644,-0.08760308000000001,0.0015692874,0.00016660067000000002,-3.8406728e-06,6.639833e-05,0.00019745442267394108
197,0.00960002,-0.08760275000000001,0.0015768646,0.00016633478,-3.7935106e-06,6.643779e-05,0.00019745442267394108
198,0.009597080000000001,-0.08760251599999999,0.0015831647,0.00016605029,-3.7002814999999998e-06,6.634707e-05,0.00019745442267394108
199,0.009594662,-0.087602325,0.0015883911,0.00016574457,-3.578025e-06,6.619311e-05,0.00019745442267394108
